Project ID,Project Name,Project type,Project website,Area of Society,DSI Areas,Social Impact,Technology Focus,Technology method,Timestamp ID,Date and Time
c4efba54-1799-4431-46b9-7b5fedf9355b,Interaction between man and landscape,advisory or expert body,movimenti-interaction-between-man-and-landscape.html,"work and employment, culture and arts, energy and enviroment",,service derived by the knowledge exchange within Europe and its main strength of reinvigorating the financial regional situation within eco-sustainability and respect of traditions.,open knowledge,"personal monitoring, crowdsourcing, social media",6862d409-d101-b132-4fb1-72ec50664a71,9/1/2014
ee8e1572-b2ce-e6a9-b777-de21893a45b1,TransforMap - mapping alternative economies & social innovation,delivering a web service,www.transformap.co,"social and solidarity economy, mapping, commons, collaborative economy, initiatives, sustainability, solidarity economy",awareness networks,Making the myrad of anternative economies and initiatives for a sustainability transition visible.,"open knowledge, open data, open networks","open data, geotagging, crowdmapping",db4231c1-baff-a322-6f98-e068caf60188,
41705d95-2dbc-fbb9-d324-082503c144b9,Public Realm design,advisory or expert body,,,open democracy,,,,,
60f2de8d-1df6-3b9e-2fe7-e7d1925e5abf,LabourStart News,delivering a web service,www.labourstart.org,"trade unions, work and employment",awareness networks,We are trying to raise awareness of labour issues globally within the trade union movement.,"open knowledge, open data","crowdsourcing, mobile apps, social networks",0bac0c63-a995-5521-c79a-9aad7ea6e3b9,
20ff85d3-a27b-b8d3-3225-0eb8a8005ce0, Contre les coupures d'eau illegales,advocating and campaigning,,"health and wellbeing, participation and democracy",open democracy,"The project aims at law enforcement regarding the fact that water cuts are now illegal in France (loi Brottes). 
Two first trials took place on 26 septembre 2014 the 26th and octobre 2014 the 10th starting a more general mouvement against water companies illegal practices. 
A class action is envisaged to achieve the project if discrete trials are unsufficient. ",open knowledge,online peer support,c25e6c8c-48b5-5641-abff-470179598dd1,
c8158cd5-954b-422f-a6b2-4bebf861190d,Impact Hub Zurich,incubators and accelerators,,"energy and environment, culture and arts, work and employment, finance and economy, health and wellbeing, participation and democracy, science, education and skills, neighbourhood regeneration","collaborative economy, open access, awareness networks, funding acceleration and incubation",We support social entrepreneurs start up their activities and scale their impact. We run incubation programmes (for example the Impact Hub Fellowship) providing funding and support to different start-ups.,"open knowledge, open networks","p2p   distributed exchange networks, crowdsourcing, online market place, online notice board, crowdfunding, online peer support, social media, online learning models and moocs, social networks",aef1e088-8c1c-149a-8893-f7d6abe1f862,
a98a929f-5f22-070f-a696-794eab3cfd14,Reach,delivering a web service,,"participation and democracy, culture and arts, health and wellbeing, education and skills, neighbourhood regeneration, work and employment",collaborative economy,"Help thousands of non profits secure the skills they need but cannot afford. 
Strengthen governance in the non profit sector",open knowledge,"online market place, social networks, online peer support",00f90218-340c-f5c2-4aae-b8b441ef5e27,6/1/2015
7abf1b6d-9083-7cd3-031a-702d59675b0a,The International Ridesharing Day,advocating and campaigning,www.ridesharingday.com,"participation and democracy, energy and environment",collaborative economy,,"open networks, open data","social networks, crowdsourcing, online peer support, open data, social media",71dd983b-ff72-1fb1-3532-4f5bd2476d59,10/1/2013
09d7eac3-8cda-5e7e-d898-b617b8c92aa6,Online patient network and medical research platform,patient network and medical research platform,patientslikeme.com,"medicine, health and wellbeing, science, patient care, patient empowerment","new ways of making, open democracy, open access","PatientsLikeMe is committed to putting patients first. We do this by providing a better, more effective way for people to share their real-world health experiences in order to help themselves, other patients, and advance medical research. ",open data,"online peer support, crowdsourcing, open data, open source, social networks, social media, mobile apps, big data",13344a19-658e-77bd-10af-dade717aa467,
03fc2cd6-46f4-4c7b-9aea-d698a8bd224b,Online art magazine ,network,www.contemporarylynx.co.uk,culture and arts,"new ways of making, open democracy, awareness networks, open access, collaborative economy","Our website, presented in an easy-to-navigate style, covers weekly articles commenting on Polish contemporary art. We present art of the highest standard and contribute to the international art scene. The format of art presented by us ranges from interviews with artists, collectors, curators or other professionals involved in art creation or distribution, through footages from openings of art exhibitions, coverage from art fairs to the reports from the most significant art auctions. We present information, which might be difficult for individual to find amongst the wide cultural offer.
We pay particular attention to some most interesting news which might be difficult for an individual to find amongst the wide cultural offer.
We want our audience to find what is most interesting for them without having to look in many places. We put in the spotlight what is best in Polish contemporary art and bring to one hub Contemporary Lynx.
For instance, our Calendar highlights the type of events and places we recommend visiting and being part of.
We use the best experts on art who share their choices of art and artists via PostcArts sent to us from various corners of the world.",open knowledge,"social networks, social media",91ddf85c-d5cb-3fed-68cf-602090d842c3,
5191a279-d7c6-f692-a83f-46a685d1931f,SwapItNI,delivering a web service,,community projetcs,"awareness networks, collaborative economy", creating collaborative networks,open knowledge,"online peer support, crowdsourcing, online notice board, social networks",83f48927-dfc0-d8cf-2d7f-d46e24f1e9c8,
9cf0f2c7-2685-85b1-b593-a16da79e261a,NJZPVEPZN,investment and funding,gzpezvni.COM,"cbjkzmcza, culture and arts",open democracy,bjeilvaeobI,open networks,3d printing,93923894-0b90-23a2-185b-400ecc0ecf06,3/1/2014
d7e80426-7f45-0a38-0d96-9b709f5ba87a,"Helping grassroots organisations access funding, skilled volunteering and practical training and learning through digital tools and innovation. Local solutions to global problems.",delivering a web service,www.globalgiving.co.uk,"participation and democracy, science, health and wellbeing, work and employment, education and skills, neighbourhood regeneration",open access,"Our mission is to catalyse a global market for ideas, information, and money; democratising aid and philanthropy and putting beneficiaries and impact at the heart of all giving. Since 2002 376,752 donors have given 65,392,800 to 9,752 projects practically addressing complex social problems.","open knowledge, open data","online peer support, open source, online market place, big data, geotagging, crowdfunding, online learning models and moocs, open data, crowdmapping",366d2ff4-2a47-025d-3b60-5a4440764ac6,
528c2fbb-aa2a-b34d-4d49-f0aee378be47,five nights at freddy's,delivering a web service,fivenightsatfreddysaz.com,"cng vic v vic lm, khoa hc, gio dc v k nng, nng lng v mi trng","new ways of making, collaborative economy, open access",have a nice day!,"open networks, open knowledge",ni th trng trc tuyn,c7df1222-64a9-5e54-1988-c9999cba122f,12/1/2026
8d44afbc-01a9-3adb-754c-b37fd8c363d0,Date Guvernamentale Deschise (Open Government Data) ,delivering a web service,www.date.gov.md,"participation and democracy, open government, citizen empowerment, transparancy, open data","open democracy, new ways of making, open access","The Open Data Initiative expresses the governments interest in developing transparent governance and applying innovations to help citizens. Thus, the authorities are becoming more responsive while citizens can actively participate within the decision-making process. The access to public government data represents an innovative initiative among governments, civil societies and information and communication technology (ICT) communities from around the world.",open data,"mobile apps, open data",9bc2cb92-148c-f2b5-e9e8-17678214246b,
8e3063aa-62e3-4873-f333-b9757a97266e,Funded European work exchange programme,network,www.climate-kic.org,"participation and democracy, work and employment, finance and economy, neighbourhood regeneration, education and skills, science, health and wellbeing, energy and environment",funding acceleration and incubation,"PiP is a 2 month work placement project on low carbon innovations to propogate the transition to a low carbon society. Initial results from 2013 are revealing a hot bed of innovation by the Pioneers across all 6 regions, including the pilot expansion into the Netherlands. At the half-way point, we have already surpassed the Key Performance Indicators (KPIs) set to cover the entire course, such is the calibre and quality of both Pioneers and host organisations. This demonstrates the diligence shown by the regional coordinators in matching the skill set of the Pioneer to the hosts needs, enabling a cross polination of ideas to flourish. The guiding philosophy of the programme is to position pionners outside of their usual structure of operation so that they can learn and adapt, developing unique approaches and bringing new impetus to the challenges faced by the hosts. PiP aims to create a community which combines interdisciplinary and technical knowledge with management ability, through experiential work based learning, promoting the mobility of professionals between research and education, trade and the public sector. ","open data, open knowledge, open networks","social media, mobile apps, online peer support, open data, p2p   distributed exchange networks, social networks, online learning models and moocs, online notice board",a244337e-2069-9ad3-b095-74cfaaac7346,
950ac47c-1b31-3822-dc69-ef51150985f9,geometrydashco,advisory or expert body,,"sc khe v hnh phc, cng vic v vic lm","new ways of making, awareness networks","staff, reading, .....",open networks,"ng dng di ng, cc cm bin v internet iu",e054fe20-9cc9-498b-ed4d-9a59df7a83ee,12/1/2026
16cdc114-3b5d-f9c1-2894-b089ac6d61ad,FabLab.iMAL,maker and hacker spaces,fablab,"education and skills, work and employment, neighbourhood regeneration, cultures and arts, science","open access, collaborative economy, funding acceleration and incubation, new ways of making, awareness networks","besides the more than 50 members along near 2 years of working, the Fablab produced many workshops targeted to local unskilled people, art students, designers and creative people. ","open hardware, open knowledge","3d printing, sensors and internet of things, open source",310a1a08-1e21-0126-e60d-b4d40012f4ac,
0c48e710-b721-16f7-f557-132740a67b05,Casserole Club,network,casseroleclub.com,"isolation and loneliness, health and wellbeing",collaborative economy,"Reducing loneliness and isolation, whilst combatting malnutrition and food poverty.",open networks,"social media, social networks",e0be33c0-7bc1-9479-e0dd-d487c54548bc,
6a42c48d-0156-0424-cbbc-4e49a7d33923,Digital studies,research project,digital-studies.org,"science, education and skills","collaborative economy, open access, awareness networks, open democracy, new ways of making",Digital studies have a strong impact on relationships between science and society and on new forms of contributive education and publication.,open knowledge,"online notice board, philosophy, social media, epistemology",7cadb9ac-c337-37bd-db5a-5a46641eeb63,
57b21c1a-fd0a-63be-404e-a8b46560178b,ncdlinks,network,www.ncdlinks.org,"connecting people with people, public health, evidence based working, information dissemination, health and wellbeing","open access, new ways of making, awareness networks","The ncdlinks.org platform connects over 2,000 individuals who are working on urgent issues caused by non-communicable diseases. The platform offers the space for unique international communities of practice to share information and build on their broad range of expertise to form opinion, influence and push for global communication and action. ",open knowledge,"online notice board, online peer support, social networks, crowdsourcing, geotagging",6cc42abb-a167-2701-d841-68976f1d229d,
d9a8d3bb-9620-e115-7841-34f78e779b86,catalyst,research project,,"education and skills, participation and democracy","open democracy, awareness networks","Giving organizations faster, less expensive, and more comprehensive access to the crowd's wisdom about how to solve complex problems with mant diverse stakeholders.",open knowledge,"crowdsourcing, argument mapping, crowdmapping, online deliberation, social networks, social media",a38bd5d2-a2d9-82f4-6697-7048bb48fb4a,9/1/2016
a194ebde-e412-0190-03fd-3ab549775dce,CrisisNet,delivering a web service,,"energy and environment, culture and arts, participation and democracy","open access, open democracy","The hope is that the quick and easy access to real time crisis data will make it easier for media organizations and developers to quickly to build their own applications without the need to spend days locating, identifying, and processing data, and thereby enable much quicker responses to crisis such as Ebola outbreaks or conflicts",open data,"social media, open data, social networks, big data, crowdmapping, crowdsourcing",8383b898-99fc-b6d9-6de2-ca12766c41ab,
b47e31f2-dd56-3486-a244-a30ac833cda2,cross media photography project,awareness,www.hartopstraat.nl,"culture and arts, energy and environment, neighbourhood regeneration, education and skills",open access,"1125 photos nationwide, offline expositions Library DOK Delft, social event Picnic Amsterdam, Theater aan het Spui, The Hague, Hogeschool Leiden, VUMC cardiology Amsterdam, etc.",open knowledge,"social media, social networks, online notice board",1d66496a-10bb-d359-d62b-ccc1e3b2459c,
4aa0d9e6-9871-3a84-c2ae-b0595ba7d3bf,FormArea Campus,education and training,?page_id=2&lang=en,"education and skills, culture and arts, work and employment",open democracy,"FormArea Campus is helping unemployed people improving their ideas and projects, supporting individuals work transitions and stimulating an autonomous productivity that involves a social dimension.",open knowledge,"social networks, crowdsourcing",67948739-595e-5904-72a5-ad618728e2e9,
d446e134-6155-4a85-8391-d422d67fd0c9,Election Debate Visualisation (EDV),research project,edv-project.net,"policy and politics, education and skills, participation and democracy, citizen empowerment","open democracy, awareness networks","The EDV project advances our understanding of citizens experience of televised political debates, when augmented by new digital tools that render significant patterns within and between debates that are normally invisible. Clearly, the project does not provide a panacea for political disenchantment or disengagement, which are rooted in multiple causes beyond the remit of our research. However, based on a clear understanding of voters information needs, and the principles of aesthetic and interaction design, 
the suite of tools developed and tested in EDV contribute to the nurturing of an electorate, from teenagers upwards, that is better informed, increasingly confident and more engaged.
",open knowledge,"open data, online deliberation, argument mapping, crowdsourcing",299144e2-2659-e4ef-644d-cc7d854e241a,1/1/2016
b1aaa49e-c64b-a45d-5cc6-187e5f7cf03c,Research Identity on Internet,research project,,,open access,Not yet.,"open networks, open knowledge, open data","social networks, p2p   distributed exchange networks, oauth, open data",62e53bc6-3470-6f49-e6ee-aadf1b578c03,
618bdc43-d2f0-2b78-8e60-45938c3124a9,Symba IDF,delivering a web service,www.symba.co,"education and skills, finance and economy, neighbourhood regeneration, energy and environment, participation and democracy, health and wellbeing, work and employment, culture and arts","open democracy, awareness networks, funding acceleration and incubation, collaborative economy","We are connecting citizens, companies and cities.
By becoming shareholders and building the network with us they redefine the economy, get to know eachother and create bounds of trust, which is highly important before creating a currency.

Companies and citizen will then benefit from the credit which will give them better freedom and way of interacting together","open knowledge, open data, open networks","p2p   distributed exchange networks, crowdsourcing, social networks, geotagging, online peer support, crowdmapping, personal monitoring, crowdequity, crowdfunding, open source, mobile apps, open data, online market place",f8ff1366-a89c-cd1c-0034-051379ed0340,
383ad1c0-b93e-ca26-e1e3-3017c569b427,Communia Assosiation,advocating and campaigning,www.communia-association.org,"participation and democracy, culture and arts",open democracy,"The Associations mission is to educate about, advocate for, offer expertise and research about the public domain in the digital age within society and with policy-makers. It draws from the 14 Communia policy recommendations","open knowledge, open data, open networks","open data, open source, big data",ebf77452-65aa-dbb2-096f-b0fd8b0151cf,
bd16701e-bb91-ab17-c2b6-14e252602863,Opening The Umbrella,maker and hacker spaces,,"participation and democracy, neighbourhood regeneration, culture and arts, education and skills","new ways of making, open democracy, awareness networks",Will complete this shortly,"open data, open knowledge","social networks, social media, crowdsourcing, minecraft platforms, online peer support, crowdmapping",dc6dc61e-f47d-cf9e-6ca5-274388b27cc1,1/1/2015
7b4f000e-a725-c02e-01b3-48832800fe77,Datademo,investment and funding,,"apps, participatory budgeting, participation and democracy, social innovations, open data","open access, awareness networks, open democracy","Innovative new applications, visualisations and other open data related works have been funded.","open data, open networks, open knowledge","online peer support, crowdsourcing, open data, participatory budgeting, peer learning",bbf5495c-6c6d-b315-ce44-d6fca13dcc16,
1e9e68c7-48ca-8213-309d-335a60dfa123,GNUnion,delivering a web service,www.says-us.net,"health and wellbeing, policy, consumer, participation and democracy, democracy, labor, self advocacy, service providers, social change, political activism, organizing","awareness networks, open access, open democracy","transformation of individuals, acquisition of skills of expression, finding cohorts, finding supportive resources and organizations, acquisition of power through organizing and solidarity","open knowledge, open networks, open data","social networks, crowdsourcing, open knowledge, collaborative coding, social media, online peer support, open data, mobile apps, p2p   distributed exchange networks, crowdfunding, creation of a web utility, using open source",f98cd3a8-318f-28f0-4f7f-a0314248c399,
94846036-618d-5dd6-28fa-ce36a2518b86,IBIP Lab: Iberian Institute in Psycho-Sciences Lab - Research and Innovation Centre,living lab,iberian-institute-psycho-sciences-lab-research-and-innovation-centre-ibip-lab,"health and wellbeing, science, education and skills, participation and democracy","open access, awareness networks, new ways of making",living-lab,"open data, open hardware, open networks, open knowledge","online peer support, social media, social networks, online learning models and moocs, sensors and internet of things, personal monitoring",c6bbbfce-f764-2e6f-67d6-19c71b7e0d6e,
c7075383-dc37-b078-5537-83baa2be9701,European Network of community reporters ,education and training,europeon-network-community-reporters,"participation and democracy, neighbourhood regeneration, health and wellbeing, work and employment, culture and arts, education and skills","open democracy, collaborative economy","case-studies for more details
",open knowledge,"online learning models and moocs, social networks, social media, crowdsourcing",030f2443-6109-eddc-e272-5e077e6f5415,
6c552f73-4abf-946a-70b9-46d39c295392,Verona FabLab School,education and training,,education and skills,,Open Knowledge in the school,"open knowledge, open networks, open hardware",3d printing,92fedc20-2066-c975-2ee1-0574ee65ee15,
077b30ab-c238-ada8-7eed-e728f0c938c2,Business School in Cornwall,education and training,,"energy and environment, health and wellbeing, education and skills, work and employment, finance and economy",,"Undergraduate Students operating as intermediaries, working with small businesses, social enterprises and community based groups to facilitate a not-for-profit social service where by small tasks that need doing can be matched to local people who can do them (the task rabbit model)    ","open knowledge, open data","sensors and internet of things, p2p   distributed exchange networks, online learning models and moocs, social networks, mobile apps",c23aff61-1536-05a1-5d78-9f0377e010a2,9/1/2015
7550b5e2-2e7e-5002-27dd-96bbcdcd217c,Technology for Social Development,delivering a web service,tenzing.urbegi.com,"energy and environment, participation and democracy, health and wellbeing, neighbourhood regeneration, work and employment, education and skills","open democracy, awareness networks",Social involvement of stakeholders at a given region.,"open knowledge, open data, open networks, open hardware","p2p   distributed exchange networks, personal monitoring, crowdsourcing, crowdfunding, social networks, crowdmapping, online notice board, sensors and internet of things, open data, big data, social media, online market place",0901c041-3b27-5517-7e36-21f0f9f62597,
27e6d5f4-402e-fb13-ab2d-2732f91143cb,Social Innovation Incubation Award ,incubators and accelerators,social-innovation-incubator-award,"health and wellbeing, education and skills, participation and democracy, science, energy and environment, culture and arts, neighbourhood regeneration, finance and economy, work and employment",funding acceleration and incubation,,open networks,"social networks, online peer support, crowdfunding, social media",f39b855f-c9f4-7c93-c3ab-5df212ba1027,
8f01832e-462e-02a3-6129-b6ec50ced244,OpenLocal,delivering a web service,vision,"participation and democracy, work and employment, finance and economy, neighbourhood regeneration, education and skills",open democracy,"Greater connections in local communities. Exchange of skills and sharing between citizens. Support the development of local enterprises, particularly around food.","open data, open networks, open knowledge","crowdmapping, social networks, online market place, open source, online notice board",fb3c981b-d82e-731d-16fd-28ec087214a6,
5db9126c-2bf7-d496-f01b-8c9c5f5a7c8f,knowledge organisation community,delivering a web service,oike.coop,"culture and arts, science",open access,Open access to knowledge for all,open knowledge,"social media, open data, crowdfunding, online peer support, open source, p2p   distributed exchange networks, crowdsourcing, online market place",da6c7a3d-f9e8-f9d8-1013-48bed01fcd43,
d49544ef-4e99-3074-1d1b-c35a4e22413e,Globalbility,network,,"culture and arts, participation and democracy, education and skills",open democracy,Break down communication barriers,"open networks, open knowledge","social networks, open source, open data, social media",6b7288e8-8a11-52b0-4ce2-5d4f73e9f700,
d331214d-b8c9-c5f3-85cc-1ffa1578b189,Promoting qualitative projects from Sharing Economy,information,,"participation and democracy, finance and economy, education and skills, neighbourhood regeneration",collaborative economy,"On one hand, our activity is an efficient way to give visibility to a lot of great projects in the field of Sharing Economy. It helps those projects get enough users. On the other hand, it is a good channel for a large public to discover this emerging model. It creates knowledge and trust.  ","open networks, open knowledge, open data","crowdsourcing, social media, social networks, p2p   distributed exchange networks",94c4cdfd-abc4-84f4-2291-43421cd93505,
5b7ff7d1-1c3b-343a-f857-4ec99fd4ac8a,EdinburghApps,maker and hacker spaces,www.edinburghapps.net,"health and wellbeing, citizens, council services, energy and environment, tourists, culture and arts","open access, funding acceleration and incubation, new ways of making","by changing thinking for solutions we are encouraging people to work together with local organisations, the council and other groups and create new products. We co-create challenge solutions and support new businesses in delivering their ideas","open hardware, open data","crowdsourcing, mobile apps, geotagging, crowdmapping, social media, open data",e94c8c01-e5a5-6730-f85e-62ae005a623f,
00c16999-5bb0-6e68-50db-72cc2d733018,food,delivering a web service,,,"collaborative economy, awareness networks, open access, open democracy","Food is the most important and widespread human activity, and our most environmentally harmful. It keeps us alive, and yet diet is the biggest cause of premature death.

 So if we approached this another way, we could have a food system which improves life, livelihoods,  and the environment. ","open networks, open data, open knowledge",geotagging,6f368ac2-b782-e0c1-744f-4d419a1d7156,
b81c7a13-201a-ec1f-8ba3-2de3e76fc18f,Birmingham Music Archive,advocating and campaigning,,"participation and democracy, culture and arts","collaborative economy, open access, open democracy","We aim to engender civic pride and raise  awareness of the role music has played in the social and cultural life of individuals and communities in the city. We seek to democratise the understanding, approach and access to traditional history and archive collections and increase access to cultural heritage.",open knowledge,"crowdsourcing, social media, social networks",f90a78ad-22e8-f12f-4609-5391e44f767d,
d9510089-26eb-64e1-a27a-0b401b53ab1b,Incubator and accelerator online,incubators and accelerators,www.ez-start.es,"health and wellbeing, education and skills, internet of things, work and employment, entrepreneurs, social entrepreneurship, people willing to startup but not accepted in the normal incubators","new ways of making, collaborative economy, funding acceleration and incubation","We are currently working with several projects with social impact:
- applications of internet of things to social problems and city problems
- new and innovative resources for eldery and dependet
- new competences and habilities for children",open networks,"personal monitoring, online peer support, online tools for validation",4e4f6f4c-360d-eb20-cb15-f2e0979a82a0,
babe74d1-3b3a-f90f-514e-15a927778442,voXup,delivering a web service,voXup.co.uk,"participation and democracy, neighbourhood",open democracy,"Making it easy and attractive for people to take part in neighbourhood decisions
Making it scalable for representatives to keep their constituents up to date in a way that's relevant to them",open knowledge,saas,69fed4a7-942c-abe0-67ae-379d5a2a4e4f,
b5cc103e-bc8b-a3f3-3126-95be84d97134,Collective Music Experiment,research project,www.collectivemusicexperiment.eu,"complex systems, collective intelligence, culture and arts, crowdtivity",new ways of making,"Empowerement, self-engagement, learning by doing, community",open knowledge,online,8191fdd3-8511-b579-406e-639a83f88531,
537bd81f-2883-1377-6e2a-8dbd5163ce86,inspira-t - What would happen if 1.000.000 unemployed young people found their inspiration? ,education and training,www.inspira-t.org,"education and skills, neighbourhood regeneration, work and employment",collaborative economy,"If we can help inspire some of these young people to create their own projects, their own jobs, their own future then we can mitigate this pending societal disaster one community at a time.

If we show them that they can learn by applying their talents not only to their own projects but also to projects with a positive social impact we can have a profound positive impact along the way.

If we can help these young people to inspire others to do the same, to lead by example then we can reach all 1,000,000 unemployed young people in Spain and turn a crisis around by harnessing the massive amount of untapped resources available to the lost generation; talent and time.",open knowledge,"mobile apps, social networks",a10e5162-df35-436c-24e8-79341dd385a9,
4571bb63-e128-25d7-cb41-e2aa5e50b6be,Fairphone,social enterprise,www.fairphone.com,"finance and economy, participation and democracy, energy and environment, health and wellbeing",new ways of making,"You can change the way products are made, starting with a single Phone. Together, were opening up the Supply Chain, and redefining the Economy  one step at a time.","open hardware, open knowledge","online peer support, open source, online market place",64b81285-1a06-b64f-ec41-f186f9f4a228,
37e42dc8-d6b1-d966-d370-7ae373db2847,Supports SMEs on Innovation and Intellectual Property issues,education and training,www.hniiip.org,"energy and environment, finance and economy, education and skills","open access, awareness networks","Experiencing from our work on SE (Social Enterprise capacity building to cater more to green employment generation, to eradicate extreme poverty and hunger, we are willing to use of appropriate onsite and online social entrepreneurship tools in an open business eco-system.  Our state level SE target group has already been identified in respect of social equity, infrastructure, and macroeconomic stability to be started in April 2012 and for their capacity building. Now we are working with short-listed SEs to fulfill the criteria of social entrepreneurship checklist to join our two year long program.  According to the need felt through the initiative, Innovation and Intellectual Property Asset creation-exploitation by going through the innovative processes venture leads to business enjoyment. ","open data, open knowledge, open networks","online learning models and moocs, social networks, online peer support",6c7eca3d-2107-080d-f71c-f8bfb18dbbf8,3/1/2017
9772d8ec-5dbc-c8a8-652e-13533c685053,tes,education and training,,education and skills,collaborative economy,d,"open data, open networks",r,2c717254-74dc-db02-4b0e-1c1839857836,1/1/2014
c2356002-d21b-9c29-7bf1-dd197d661246,Fix the web,advocating and campaigning,www.fixtheweb.net,website and software accessibility,open democracy,Change the culture around accessible technologies for disabled people,open knowledge,"crowdsourcing, social networks",c3b3febc-c6a5-374a-69dd-e013ec306dd5,
359026fe-84f6-4ac0-4bba-4cd2dbaa0434,Digital Global EU youth,education and training,godigitall.org.uk,"neighbourhood regeneration, education and skills, participation and democracy, work and employment","open democracy, awareness networks",There will be numerous benefits to individuals and communities which will be documented on an on-going basis.,open knowledge,"online learning models and moocs, e petitions, social networks, social media, online peer support, crowdsourcing, crowdfunding",bff6aad3-f7e6-5f61-d943-068847023cce,4/1/2016
1cde7e52-2afb-3858-89cc-35427b0ed560,"Social Impact, Innovation & Investment",advisory or expert body,www.cruinn.org,"culture and arts, health and wellbeing, finance and economy, education and skills, neighbourhood regeneration, energy and environment",funding acceleration and incubation,Clauses in procurement contracts.,"open knowledge, open data","online market place, open data, social networks, crowdfunding, social media, online peer support, mobile apps",95dc4d3d-1201-2538-457f-ceb6511d7bea,4/1/2024
73d81978-1b58-2bc2-94e7-703027ea68fe,A Community Guide for Seniors Online in Northern Ireland,network,www.popni.net,"participation and democracy, education and skills, health and wellbeing",open access,"Greater skills, confidence and opportunities for older people to use digital technologies and increase digital literacy skills and knowledge; more information relevant to older people's social, political and economic rights; Older people better able to interact online.  This is evidenced by the number of users on the webite",open knowledge,"social networks, social media, online notice board",b0ade964-6d0d-d06e-77be-8fd18e9e20be,4/1/2016
b0bfb6b8-63f4-6eb9-a3e5-6efb4e7ba646,EmprendedorSocial.org,education and training,www.emprendedorsocial.org,"education and skills, work and employment, social entrepreneurship, social innovations",open access,We have 40.000 readers,open knowledge,social networks,3f987b47-21b5-29fd-ac29-4bfb7f26b5ba,
0769bc86-b522-b043-6ff5-74d82fe27423,DIAVLOS: Creation and evaluation of a unified design methodology and development of Intelligent Transport Systems (ITS) for medium sized ISLAND cities,delivering a web service,?wp=index-en,"safety, sustainability, security, health and wellbeing, energy and environment","open access, new ways of making","Time to set new goals: restoring the bal -
ance between modes of transport and development of complementary transport, tackling congestion and putting safety
and quality of services in the heart of our efforts, while retaining the rights to mobility. less congested networks and pave the way for new types of financing in frastructure.
","open networks, open data, open knowledge","sensors and internet of things, intelligent transport systems its, mobile apps",04c716c1-40e4-21f9-ef00-e21821fca2a6,
2401141f-7454-280a-52a6-38346e18fa5a,Launching Collections,delivering a web service,,"education and skills, science, work and employment, participation and democracy","open access, collaborative economy","Bibblio hope to provide a role similar to what the library have done in traditional civic society. 

A library is a place where your own curiosity and appetite for learning is the starting point.

Bibblio is, like the library, also accessible and free for everyone, thereby helping to level the playing field for social advancement and break social inheritance.","open knowledge, open data","online learning models and moocs, social learning, online peer support, learning management system",f95ced29-ce46-ab66-d227-0250eb56d530,
64f1a0ca-678f-b779-b784-933fe65980c3,instant local delivery,delivering a web service,,"neighbourhood, energy and environment, crowdlogistic, same day delivery",collaborative economy,We connect local demand with local delivery supply. ,open networks,"sensors and internet of things, geotagging, online market place, social media",28af0564-14a4-a6b1-a2d7-0d051a460d1b,
9ea1699a-70ad-a482-45a2-6815cc6ef111,DIALOGUE,incubators and accelerators,www.dialogue-project.eu,"business creation, immigration and integration, education and skills, start ups, creativity","collaborative economy, funding acceleration and incubation, awareness networks",start up of 2 new social businesses involving migrants and disadvantaged communities (20 people),open knowledge,"social networks, online market place, social media, crowdmapping, crowdsourcing, online peer support, crowdfunding",0c28cb69-037e-17c9-a856-66860ea39c29,6/1/2015
f9eceaea-56f3-4e64-ce7e-2ec57c26fd4f,Impact Hub Westminster ,network,,"energy and environment, culture and arts, education and skills, health and wellbeing, finance and economy, neighbourhood regeneration, work and employment, participation and democracy","collaborative economy, awareness networks, new ways of making, funding acceleration and incubation, open access","We provide highly scalable impact through our supportive collaborative environment. In this time of enforced austerity, ethical businesses are struggling to survive in isolation  the Hubs environment and services increases their likelihood of survival and helps incubate their growth and impact.

We host and develop a wide range of innovative events structures that enable new and innovative solutions to real world problems (e.g. Hackathons). We also support members that address a range of social or environmental issues. For example, an organisation bringing clean and low-cost energy to poor rural areas in Africa, or a charity creating 2,000 new jobs in London over a two year period. These members benefit greatly from our service through savings of time and money, as well as structured introductions and networking to enable effective collaboration.","open knowledge, open networks, open data","online notice board, crowdfunding, social networks, online peer support, social media",6c8304ab-4b05-d943-a652-c64d578cca31,
48378063-f7fb-4c28-c4a0-8239669bc191,Lords of the Blog,advisory or expert body,,"politics, legislation, law, participation and democracy, policy, democracy, government, parliament, education",open democracy,"Our aim is to open up the UK House of Lords to the public by providing accessible and highly informative accounts of the workings of Parliament's upper chamber, and encouraging a direct two-way dialogue between citizens and Peers.",open knowledge,"social media, blog",a94798d7-ef49-14d9-eaef-33412cdf6faf,
